Country,Indicator,Source,Unit,Currency,Frequency,Country Code,Time,Amount
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2018-07-01,12.8
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2018-08-01,13.2
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2018-09-01,13.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2018-10-01,13.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2018-11-01,13.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2018-12-01,13.6
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-01-01,13.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-02-01,13.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-03-01,13.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-04-01,13.7
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-05-01,13.8
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-06-01,13.6
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-07-01,13.4
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-08-01,13.2
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-09-01,13.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-10-01,14.1
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-11-01,14.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2019-12-01,14.7
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-01-01,14.8
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-02-01,14.9
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-03-01,15
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-04-01,15
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-05-01,15
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-06-01,15.2
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-07-01,15.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-08-01,16
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-09-01,16.7
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-10-01,17.4
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-11-01,18.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2020-12-01,19.6
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-01-01,20.6
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-02-01,21.8
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-03-01,22.9
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-04-01,22.7
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-05-01,22.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-06-01,21.8
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-07-01,21
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-08-01,20.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-09-01,19.6
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-10-01,18.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-11-01,17.2
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2021-12-01,17.4
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-01-01,17.1
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-02-01,17.1
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-03-01,17.2
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-04-01,18.4
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-05-01,19.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-06-01,20.6
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-07-01,22
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-08-01,23.1
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-09-01,23.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-10-01,23.7
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-11-01,24.1
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2022-12-01,23.8
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-01-01,24.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-02-01,24.4
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-03-01,24.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-04-01,24.6
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-05-01,24.8
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-06-01,25.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-07-01,27
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-08-01,29.3
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-09-01,30.6
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-10-01,31.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-11-01,32.8
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2023-12-01,33.9
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-01-01,35.4
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-02-01,37.9
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-03-01,40
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-04-01,40.5
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-05-01,40.7
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-06-01,40.9
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-07-01,39.53
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-08-01,37.52
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-09-01,37.77
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-10-01,39.16
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-11-01,39.93
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2024-12-01,39.84
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2025-01-01,26.1
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2025-02-01,23.51
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2025-03-01,21.79
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,2025-04-01,21.26
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,,21.14
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,,21.97
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,,22.74
Nigeria,Food Inflation ,National Bureau of Statistics,%,,Monthly,NGA,,21.87
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-01-01,5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-02-01,5.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-03-01,6.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-04-01,7.2
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-05-01,8.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-06-01,9.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-07-01,10.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-08-01,10.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-09-01,9.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-10-01,10
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-11-01,10.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2015-12-01,10.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-01-01,10.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-02-01,9.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-03-01,8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-04-01,7.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-05-01,7.2
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-06-01,8.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-07-01,7.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-08-01,7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-09-01,6.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-10-01,6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-11-01,6.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2016-12-01,7.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-01-01,8.2
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-02-01,9.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-03-01,11.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-04-01,12
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-05-01,11.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-06-01,9.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-07-01,9.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-08-01,9.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-09-01,9.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-10-01,9.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-11-01,7.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2017-12-01,6.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-01-01,6.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-02-01,5.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-03-01,5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-04-01,4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-05-01,3.2
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-06-01,3.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-07-01,3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-08-01,3.2
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-09-01,3.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-10-01,2.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-11-01,2
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2018-12-01,2.6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-01-01,2.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-02-01,2.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-03-01,2
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-04-01,2.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-05-01,3.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-06-01,4.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-07-01,4.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-08-01,5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-09-01,5.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-10-01,6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-11-01,6.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2019-12-01,6.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-01-01,6.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-02-01,6.6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-03-01,5.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-04-01,5.2
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-05-01,5.2
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-06-01,4.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-07-01,4.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-08-01,4.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-09-01,4.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-10-01,4.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-11-01,3.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2020-12-01,4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-01-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-02-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-03-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-04-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-05-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-06-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-07-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-08-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-09-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-10-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-11-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2021-12-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-01-01,
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-02-01,6.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-03-01,6.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-04-01,6.6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-05-01,5.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-06-01,5.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-07-01,6.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-08-01,7.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-09-01,8.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-10-01,9.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-11-01,9.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2022-12-01,9.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-01-01,9.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-02-01,9.6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-03-01,9.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-04-01,9.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-05-01,8.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-06-01,7.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-07-01,6.1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-08-01,5.6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-09-01,5.6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-10-01,4.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-11-01,3.7
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2023-12-01,2.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-01-01,1.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-02-01,1.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-03-01,1.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-04-01,1.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-05-01,1.6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-06-01,0.9
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-07-01,1
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-08-01,2.8
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-09-01,2.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-10-01,2.5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-11-01,3.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2024-12-01,4.6
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2025-01-01,5.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2025-02-01,5
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2025-03-01,5.4
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2025-04-01,5.3
Tanzania,Food Inflation ,"National Statistics Office, Tanzania",%,,Monthly,TZA,2025-05-01,5.6
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-01-01,4.4
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-02-01,2.5
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-03-01,0.47
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-04-01,1.14
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-05-01,3.77
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-06-01,6.22
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-07-01,2.95
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-08-01,4.06
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-09-01,-2.06
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-10-01,-7.11
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-11-01,-12.44
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1998-12-01,-9.34
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-01-01,-4.89
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-02-01,-9.27
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-03-01,-10.29
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-04-01,-13.13
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-05-01,-10.88
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-06-01,-10.86
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-07-01,-9.05
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-08-01,-8.02
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-09-01,-0.28
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-10-01,2.38
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-11-01,7.17
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,1999-12-01,8.08
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-01-01,6.33
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-02-01,9.96
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-03-01,5.41
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-04-01,4.5
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-05-01,0.49
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-06-01,-1.12
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-07-01,-3.52
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-08-01,-6.59
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-09-01,-15.55
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-10-01,-13.69
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-11-01,-14.24
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2000-12-01,-13.46
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-01-01,-11.8
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-02-01,-8.28
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-03-01,-3.63
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-04-01,0.17
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-05-01,2.91
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-06-01,4.15
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-07-01,12.24
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-08-01,15.42
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-09-01,15.93
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-10-01,14.74
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-11-01,16.81
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2001-12-01,13.6
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-01-01,13.35
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-02-01,6.52
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-03-01,8.72
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-04-01,10.2
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-05-01,10.07
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-06-01,8.12
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-07-01,-1.39
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-08-01,-4.6
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-09-01,-1.8
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-10-01,0.15
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-11-01,-1.66
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2002-12-01,-1.18
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-01-01,-4.18
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-02-01,-1.17
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-03-01,-5.09
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-04-01,-7.21
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-05-01,-5.67
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-06-01,-4.57
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-07-01,-4.53
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-08-01,-7.91
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-09-01,-3.97
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-10-01,-4.95
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-11-01,-3.33
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2003-12-01,-4.47
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2004-01-01,-4.28
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2004-02-01,-5.09
Togo,Food Inflation ,Central Bank of West African States,%,,Monthly,TGO,2004-03-01,-5.92
